"Id","Date","After","Before","Ancient","Modern","Material","Object Type","Inscription Type","Execution Type","Language","Museum","Status","Trismegistos","EDR","PHI","EDCS"
"ISic002810","3rd — 2nd century BCE","-0300","-0100","Lipara","Lipari","
                                        volcanic (local stone)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645207","","334386",""
"ISic002811","3rd — 2nd century BCE","-0300","-0100","Lipara","Lipari","
                                        volcanic (local stone, from Fuardo)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645208","","334391",""
"ISic002812","3rd — 2nd century BCE","-0300","-0100","Lipara","Lipari","
                                        volcanic (local stone, from Serra)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645209","","334394",""
"ISic002813","3rd — 2nd century BCE","-0300","-0100","Lipara","Lipari","
                                        volcanic (local stone, from Fuardo)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645210","","334395",""
"ISic002814","3rd — 2nd century BCE","-0300","-0100","Lipara","Lipari","
                                        volcanic (local stone)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645211","","334400",""
"ISic002815","3rd — 2nd century BCE","-0300","-0100","Lipara","Lipari","
                                        volcanic (local stone, from Fuardo)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645212","","334401",""
"ISic002816","3rd century BCE","-0300","-0200","Messana","Messina","limestone","","dedication","chiselled","Oscan","Museo regionale interdisciplinare di Messina","unchecked","171041","","",""
"ISic002817","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local, from Fuardo)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645213","","334626",""
"ISic002818","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local, from Fuardo)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645214","","334447",""
"ISic002819","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local, from M. Rosa)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645215","","334450",""
"ISic002820","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local, from Fuardo)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645216","","334454",""
"ISic002821","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local, from Fuardo)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645217","","334457",""
"ISic002822","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645218","","334458",""
"ISic002823","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645219","","334461",""
"ISic002824","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645220","","334463",""
"ISic002825","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645221","","334465",""
"ISic002826","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local, from Fuardo)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645222","","334472",""
"ISic002827","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local, from Derra)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645223","","334827",""
"ISic002828","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645224","","334481",""
"ISic002829","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local, from Fuardo)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645225","","334483",""
"ISic002830","1st century BCE","-0100","-0001","Cephaloedium","Cefalù","sandstone","funerary monument","funerary","chiselled","Ancient Greek","Museo Mandralisca","draft","284833","108738","331218","64900514"
"ISic002831","4th — 5th century CE","0301","0500","Syracusae","Siracusa","marble","plaque","funerary","chiselled","Ancient Greek","Museo Archeologico Regionale Paolo Orsi","draft","645226","","332712",""
"ISic002832","4th century CE","0301","0400","Agrigentum","Agrigento","marble
                                    ","plaque","funerary","chiselled","Ancient Greek","Museo Regionale Archeologico Pietro Griffo","draft","494034","136051","178084 332687 336054","38000223"
"ISic002833","369 CE (Ferrua) 417—22 (Manganaro)","0417","0422","Lipara","Lipari","marble","plaque","funerary","chiselled","Ancient Greek","Museo Mandralisca","draft","645227","","331408 332693 334896",""
"ISic002834","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645228","","334495",""
"ISic002835","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local, from Serra)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645229","","334502",""
"ISic002836","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645230","","334503",""
"ISic002837","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local, from Fuardo)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645231","","334514",""
"ISic002838","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local, from Fuardo?)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645232","","334515",""
"ISic002839","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local, from Fuardo)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645233","","334848",""
"ISic002840","1st century BCE","-0100","-0001","Lipara","Lipari","
                                        volcanic (local)
                                    ","","funerary","chiselled","Ancient Greek","Museo Archeologico
                            Regionale Eoliano ""Luigi Bernabò Brea""","unchecked","645234","","334520",""
